seller_id,account_id,technology_match_score,geo_match,potential_revenue
seller_0,account_0,0.0,0,716703
seller_0,account_1,0.0,0,1641393
seller_0,account_2,0.0,0,180566
seller_0,account_3,0.5,0,1067941
seller_0,account_4,0.0,0,1513194
seller_0,account_5,0.25,0,1936241
seller_0,account_6,0.0,0,505577
seller_0,account_7,0.0,0,795359
seller_0,account_8,0.0,0,270471
seller_0,account_9,0.5,0,625975
seller_0,account_10,0.0,0,1692518
seller_0,account_11,0.25,0,1876488
seller_0,account_12,0.0,0,944569
seller_0,account_13,0.0,0,1509786
seller_0,account_14,0.25,1,920477
seller_0,account_15,1.0,1,658174
seller_0,account_16,0.0,1,455603
seller_0,account_17,0.0,1,417690
seller_0,account_18,0.3333333333333333,0,804775
seller_0,account_19,0.3333333333333333,0,1436690
seller_0,account_20,0.0,0,1661754
seller_0,account_21,0.0,0,134254
seller_0,account_22,0.0,0,531064
seller_0,account_23,0.0,1,593758
seller_0,account_24,0.0,0,1821795
seller_0,account_25,0.0,0,1564163
seller_0,account_26,0.3333333333333333,0,1991923
seller_0,account_27,0.0,0,363222
seller_0,account_28,0.0,0,1383718
seller_0,account_29,0.0,0,207950
seller_0,account_30,1.0,0,244597
seller_0,account_31,0.3333333333333333,1,1966554
seller_0,account_32,0.0,1,346941
seller_0,account_33,0.0,0,896060
seller_0,account_34,0.0,1,273990
seller_0,account_35,0.25,0,1828035
seller_0,account_36,0.5,0,1075397
seller_0,account_37,0.0,1,1823823
seller_0,account_38,0.5,0,1589539
seller_0,account_39,0.0,0,1879758
seller_0,account_40,0.0,0,857239
seller_0,account_41,0.0,0,239227
seller_0,account_42,0.0,1,338715
seller_0,account_43,0.0,0,421947
seller_0,account_44,0.5,0,991231
seller_0,account_45,0.0,0,1240663
seller_0,account_46,0.0,0,1237485
seller_0,account_47,0.0,0,741039
seller_0,account_48,0.0,0,1168534
seller_0,account_49,0.25,0,416233
seller_0,account_50,0.0,1,1052894
seller_0,account_51,0.0,0,1687662
seller_0,account_52,0.3333333333333333,1,1685867
seller_0,account_53,0.3333333333333333,0,1484902
seller_0,account_54,0.0,1,1947841
seller_0,account_55,0.0,1,241590
seller_0,account_56,0.0,0,924544
seller_0,account_57,1.0,0,247214
seller_0,account_58,0.0,0,414610
seller_0,account_59,0.25,1,897793
seller_0,account_60,0.0,0,1289816
seller_0,account_61,0.0,0,1238034
seller_0,account_62,0.0,0,807040
seller_0,account_63,0.0,0,1479516
seller_0,account_64,0.0,0,239728
seller_0,account_65,0.0,0,1283361
seller_0,account_66,0.0,1,126418
seller_0,account_67,0.5,0,1642817
seller_0,account_68,0.3333333333333333,0,117822
seller_0,account_69,0.25,0,1823258
seller_0,account_70,0.0,0,1817010
seller_0,account_71,0.0,0,1654536
seller_0,account_72,0.0,0,1734806
seller_0,account_73,0.5,0,1899042
seller_0,account_74,0.25,1,1789356
seller_0,account_75,0.5,0,864415
seller_0,account_76,0.25,0,182982
seller_0,account_77,0.0,0,290061
seller_0,account_78,0.0,0,1930664
seller_0,account_79,0.0,0,131348
seller_0,account_80,0.0,1,758461
seller_0,account_81,0.0,0,1178033
seller_0,account_82,0.3333333333333333,0,1041921
seller_0,account_83,0.0,1,403894
seller_0,account_84,0.0,0,216905
seller_0,account_85,0.5,0,1627117
seller_0,account_86,0.5,0,1056158
seller_0,account_87,1.0,1,1297123
seller_0,account_88,0.0,0,1992548
seller_0,account_89,0.0,0,871019
seller_0,account_90,0.25,0,166188
seller_0,account_91,0.3333333333333333,1,306036
seller_0,account_92,0.25,0,1921285
seller_0,account_93,1.0,1,1191730
seller_0,account_94,0.3333333333333333,0,1913985
seller_0,account_95,1.0,1,1341005
seller_0,account_96,0.0,0,1643460
seller_0,account_97,0.0,1,828397
seller_0,account_98,0.0,1,1299217
seller_0,account_99,0.5,0,816443
seller_0,account_100,0.0,0,1462746
seller_0,account_101,0.0,0,655700
seller_0,account_102,0.0,0,1515659
seller_0,account_103,0.0,0,478949
seller_0,account_104,0.3333333333333333,0,1357098
seller_0,account_105,0.0,1,1595042
seller_0,account_106,0.0,0,1318815
seller_0,account_107,0.0,1,729820
seller_0,account_108,0.3333333333333333,0,1660376
seller_0,account_109,1.0,1,792293
seller_0,account_110,0.0,0,279566
seller_0,account_111,0.0,0,775480
seller_0,account_112,0.0,0,469819
seller_0,account_113,0.0,0,833471
seller_0,account_114,0.5,0,1222873
seller_0,account_115,0.0,0,1061157
seller_0,account_116,0.0,0,1815714
seller_0,account_117,0.0,0,618725
seller_0,account_118,0.0,0,805956
seller_0,account_119,0.5,1,783947
seller_0,account_120,0.0,1,1613144
seller_0,account_121,0.25,0,1741134
seller_0,account_122,0.0,1,1991405
seller_0,account_123,0.0,0,1543669
seller_0,account_124,0.3333333333333333,1,757940
seller_0,account_125,0.0,0,1202947
seller_0,account_126,0.5,0,608254
seller_0,account_127,0.25,0,1756282
seller_0,account_128,0.0,0,930524
seller_0,account_129,0.3333333333333333,0,533546
seller_0,account_130,0.0,0,1435273
seller_0,account_131,0.0,0,550352
seller_0,account_132,0.0,0,1317750
seller_0,account_133,0.0,0,136161
seller_0,account_134,0.0,0,920809
seller_0,account_135,0.0,0,969695
seller_0,account_136,1.0,0,780485
seller_0,account_137,0.0,0,182976
seller_0,account_138,0.0,0,1236998
seller_0,account_139,0.0,0,1336173
seller_0,account_140,0.0,0,474495
seller_0,account_141,0.0,0,981128
seller_0,account_142,1.0,0,1520095
seller_0,account_143,0.0,0,1307142
seller_0,account_144,0.0,0,1061528
seller_0,account_145,0.25,0,404508
seller_0,account_146,0.25,0,687848
seller_0,account_147,0.0,0,1840767
seller_0,account_148,0.0,0,1908252
seller_0,account_149,0.0,0,695104
seller_0,account_150,0.0,0,1068762
seller_0,account_151,0.25,0,1021929
seller_0,account_152,0.0,0,1736333
seller_0,account_153,0.3333333333333333,0,1685348
seller_0,account_154,0.0,0,1021777
seller_0,account_155,0.0,1,1804886
seller_0,account_156,0.0,0,1074425
seller_0,account_157,0.0,0,901939
seller_0,account_158,0.0,1,1440422
seller_0,account_159,0.0,1,1876314
seller_0,account_160,0.0,1,988146
seller_0,account_161,0.0,0,1883898
seller_0,account_162,0.0,0,593572
seller_0,account_163,0.3333333333333333,0,1197880
seller_0,account_164,0.3333333333333333,0,807059
seller_0,account_165,0.5,0,1344682
seller_0,account_166,0.0,0,1007330
seller_0,account_167,0.0,0,1528365
seller_0,account_168,0.0,0,358048
seller_0,account_169,0.0,0,309393
seller_0,account_170,0.0,1,1843731
seller_0,account_171,0.0,0,750162
seller_0,account_172,0.0,0,1269292
seller_0,account_173,0.25,0,1675929
seller_0,account_174,0.0,0,1033290
seller_0,account_175,0.5,0,231549
seller_0,account_176,0.0,0,1654480
seller_0,account_177,0.0,0,1887940
seller_0,account_178,0.0,0,961941
seller_0,account_179,0.0,0,1613654
seller_0,account_180,0.0,0,1417543
seller_0,account_181,0.5,0,261329
seller_0,account_182,0.0,0,1300746
seller_0,account_183,0.3333333333333333,0,859358
seller_0,account_184,0.0,0,1662923
seller_0,account_185,0.3333333333333333,1,1210831
seller_0,account_186,0.5,0,1375971
seller_0,account_187,0.3333333333333333,0,680306
seller_0,account_188,0.25,0,833530
seller_0,account_189,0.0,0,1144732
seller_0,account_190,0.25,0,472243
seller_0,account_191,0.0,0,295978
seller_0,account_192,1.0,1,799342
seller_0,account_193,0.0,0,1808042
seller_0,account_194,0.3333333333333333,0,1307264
seller_0,account_195,0.0,1,945724
seller_0,account_196,0.0,1,844465
seller_0,account_197,0.0,0,892432
seller_0,account_198,0.0,0,1179862
seller_0,account_199,0.3333333333333333,0,586924
seller_0,account_200,0.0,0,1926319
seller_0,account_201,0.0,1,1454071
seller_0,account_202,0.25,0,1850710
seller_0,account_203,0.0,0,175034
seller_0,account_204,0.0,0,864577
seller_0,account_205,1.0,1,1840933
seller_0,account_206,0.0,0,613139
seller_0,account_207,0.5,0,1044235
seller_0,account_208,0.0,1,997274
seller_0,account_209,0.0,0,600744
seller_0,account_210,0.0,1,1037925
seller_0,account_211,0.0,0,1452863
seller_0,account_212,0.0,0,1469432
seller_0,account_213,0.0,0,1911421
seller_0,account_214,0.5,0,830589
seller_0,account_215,0.5,0,1385870
seller_0,account_216,0.0,0,1290317
seller_0,account_217,0.0,0,645393
seller_0,account_218,0.0,1,1100755
seller_0,account_219,0.0,0,1454101
seller_0,account_220,0.5,1,1882033
seller_0,account_221,1.0,0,1589373
seller_0,account_222,0.25,0,611092
seller_0,account_223,0.0,0,1145692
seller_0,account_224,0.0,0,873929
seller_0,account_225,0.3333333333333333,0,1258676
seller_0,account_226,0.5,1,1166313
seller_0,account_227,0.0,0,323592
seller_0,account_228,0.5,0,1929616
seller_0,account_229,0.25,0,1940968
seller_0,account_230,0.5,0,491643
seller_0,account_231,0.25,1,934351
seller_0,account_232,0.0,0,1612580
seller_0,account_233,0.0,1,716938
seller_0,account_234,0.0,1,1401945
seller_0,account_235,0.3333333333333333,0,249938
seller_0,account_236,0.0,0,796095
seller_0,account_237,0.5,0,609771
seller_0,account_238,0.0,0,605041
seller_0,account_239,0.3333333333333333,0,884771
seller_0,account_240,0.25,0,889492
seller_0,account_241,0.25,0,588952
seller_0,account_242,0.25,0,1766342
seller_0,account_243,0.0,0,1627802
seller_0,account_244,0.5,0,995285
seller_0,account_245,0.0,0,1648367
seller_0,account_246,0.0,0,981906
seller_0,account_247,0.0,1,973351
seller_0,account_248,0.0,1,1108693
seller_0,account_249,0.25,0,1835692
seller_0,account_250,0.25,0,416997
seller_0,account_251,0.0,0,1791646
seller_0,account_252,0.0,0,1147176
seller_0,account_253,1.0,0,799959
seller_0,account_254,0.0,0,254818
seller_0,account_255,0.0,0,817680
seller_0,account_256,0.0,0,289225
seller_0,account_257,0.0,1,138999
seller_0,account_258,0.5,0,796123
seller_0,account_259,0.0,0,791640
seller_0,account_260,0.0,1,1120700
seller_0,account_261,0.0,0,1515949
seller_0,account_262,0.0,0,639182
